url
https://www.ifood.com.br/delivery/brasilia-df/pao-de-acucar---aguas-claras-sul-aguas-claras/5938ca36-c5ee-455b-b0ce-8211f1921be5?item=c2296a33-6a72-415b-888b-9c9ed1b5b5fd
https://www.ifood.com.br/delivery/sao-paulo-sp/carrefour-hiper---giovani-gronchi-vila-andrade/26dc0387-2264-4566-9f53-0d8b3bdbd994?item=04264723-a92c-4066-999b-cf7e5b219e92
https://www.ifood.com.br/delivery/sao-paulo-sp/carrefour-hiper---pamplona-jardim-paulista/0568e774-7ba8-493c-a842-ac4d72546220?item=7c8e1d77-b8d9-40b8-a4b6-9f1893f1c2aa
